trans_date,open_price,last_updated_price,ltp,low_price,high_price,prev_closing,security_name,fiftyTwoWeekLow,total_sell_qty,fiftyTwoWeekHigh,total_traded_qty,total_traded_value,ltp_datetime,total_buy_qty,total_trades,symbol,security_id,avg_traded_price
2020-09-22,162.0,158.0,158.0,154.0,165.0,165.0,Ngadi Group Power Ltd.,98.0,7606170,180.0,44749,7149920.0,2020-09-22T14:59:38.402155,10465610,166,NGPL,2743,159.78
2020-09-22,198.0,192.0,192.0,190.0,200.0,202.0,Nepal Hydro Developers Ltd.,90.0,772274,218.0,3915,756036.0,2020-09-22T14:59:23.781828,2413060,73,NHDL,2769,193.11
2020-09-22,88.2,79.0,79.0,77.0,88.2,84.0,National Hydro Power Company Limited,49.0,47973589,88.2,270945,21680645.0,2020-09-22T14:59:46.130401,48572141,471,NHPC,152,80.02
2020-09-22,450.0,424.0,424.0,421.0,450.0,429.0,Nepal Investment Bank Limited,335.0,38076969,532.0,34917,14784629.0,2020-09-22T14:59:24.566428,36570610,327,NIB,132,423.42
2020-09-22,8.8,8.77,8.77,8.76,8.8,8.85,NIBL Pragati Fund,6.54,11711471,9.06,6435,56432.25,2020-09-22T14:47:39.949765,34992563,6,NIBLPF,2755,8.77
2020-09-22,357.0,359.0,359.0,357.0,363.0,357.0,Nepal Investment Bank Ltd. Promoter Share,306.0,17095694,425.0,6821,2456532.0,2020-09-22T14:57:47.618083,16734114,23,NIBPO,469,360.14
2020-09-22,9.57,9.21,9.21,8.85,9.57,9.39,NIBL Samriddhi Fund 1,8.1,45397287,11.11,93500,846386.0,2020-09-22T12:57:53.295816,44387245,17,NIBSF1,636,9.05
2020-09-22,590.0,579.0,577.0,576.0,590.0,589.0,NIC Asia Bank Ltd.,372.0,84419391,680.0,72466,42030248.0,2020-09-22T14:59:24.952269,87650865,374,NICA,139,580.0
2020-09-22,1066.0,1066.0,1066.0,1066.0,1066.0,1078.0,11% NIC Asia Debenture 082/83,980.0,124579,1097.0,50,53300.0,2020-09-22T14:10:23.510412,297025,1,NICAD8283,2869,1066.0
2020-09-22,8.95,8.82,8.82,8.8,8.95,8.95,NIC Asia Balanced Fund,8.5,3303550,123.0,3800,33815.0,2020-09-22T14:57:35.651731,15153804,5,NICBF,2863,8.9
2020-09-22,1020.0,1020.0,1020.0,1020.0,1020.0,1017.0,10.25% NIC Asia Debenture 2083/84,1000.0,9560,1050.0,25,25500.0,2020-09-22T14:23:48.207097,39425,1,NICD83/84,2868,1020.0
2020-09-22,9.25,9.38,9.38,9.25,9.57,9.39,NIC Asia Growth Fund,8.14,26108070,11.24,28500,269270.0,2020-09-22T14:29:24.788169,52045059,18,NICGF,2779,9.45
2020-09-22,566.0,563.0,563.0,557.0,567.0,570.0,Nepal Insurance Co. Ltd.,235.0,32197388,596.0,60708,34122920.0,2020-09-22T14:59:37.134702,56752347,244,NICL,176,562.08
2020-09-22,824.0,815.0,815.0,812.0,825.0,824.0,Neco Insurance Co. Ltd.,349.0,38096626,854.0,80242,65553003.0,2020-09-22T14:59:40.604382,43398407,391,NIL,183,816.94
2020-09-22,771.0,761.0,761.0,761.0,788.0,777.0,Nerude Laghubita Bikas Bank Limited,477.0,6369909,971.0,9141,7053242.0,2020-09-22T14:58:58.811402,7066532,58,NLBBL,396,771.61
2020-09-22,1100.0,1080.0,1080.0,1080.0,1119.0,1100.0,NRN Lagubitta Bittiya Sanstha Limited,669.62,355581,1421.0,3189,3478156.0,2020-09-22T14:59:11.85801,5471400,83,NLBSL,694,1090.67
2020-09-22,742.0,739.0,739.0,738.0,748.0,748.0,NLG Insurance Company Ltd.,482.0,5919706,900.0,2217,1643793.0,2020-09-22T14:57:11.997876,7630113,23,NLG,559,741.45
2020-09-22,1393.0,1380.0,1379.0,1379.0,1404.0,1399.0,Nepal Life Insurance Co. Ltd.,749.0,48861029,1510.0,44874,62367687.0,2020-09-22T14:59:46.453915,48150487,559,NLIC,187,1389.84
2020-09-22,793.0,775.0,775.0,768.0,795.0,780.0,National Life Insurance Co. Ltd.,407.0,20013766,885.0,23433,18148588.0,2020-09-22T14:57:39.826469,28042684,106,NLICL,178,774.49
2020-09-22,775.0,775.0,775.0,775.0,775.0,775.0,Nepal Life Insurance Co. Ltd. Promoter,500.0,550688,775.0,10000,7750000.0,2020-09-22T13:01:26.206307,527511,1,NLICP,589,775.0
2020-09-22,190.0,190.0,190.0,190.0,190.0,187.0,Nepal Lube Oil Limited,184.0,33220,214.0,80,15200.0,2020-09-22T11:13:02.645844,7986185,1,NLO,198,190.0
2020-09-22,420.0,416.0,416.0,412.0,422.0,422.0,NMB Bank Limited,321.0,102827423,517.0,178294,74200249.0,2020-09-22T14:59:47.356174,93336729,786,NMB,238,416.17
2020-09-22,9.32,9.25,9.25,9.25,9.32,9.51,NMB 50,9.05,1881430,10.0,700,6517.0,2020-09-22T14:55:52.727143,9818857,3,NMB50,2867,9.31
2020-09-22,10.04,9.94,9.94,9.92,10.05,10.02,NMB Hybrid Fund L-1,8.1,39544983,10.44,121782,1221220.5,2020-09-22T14:58:28.514929,61650461,30,NMBHF1,2752,10.03
2020-09-22,835.0,838.0,838.0,830.0,840.0,839.0,NMB  Microfinance Bittiya Sanstha Ltd.,475.0,3131009,1182.0,7781,6500207.0,2020-09-22T14:55:14.151504,3474010,64,NMBMF,704,835.39
2020-09-22,1510.0,1512.0,1512.0,1506.0,1520.0,1520.0,National Microfinance Bittiya Sanstha Ltd.,1049.0,1119361,2225.0,1444,2187633.0,2020-09-22T14:58:29.677152,1762466,25,NMFBS,2746,1514.98
2020-09-22,862.0,862.0,862.0,855.0,870.0,862.0,Nepal Reinsurance Company Limited,315.0,61618245,942.0,144853,124476823.0,2020-09-22T14:59:44.943861,119990829,1737,NRIC,2881,859.33
2020-09-22,366.0,364.0,360.0,358.0,367.0,371.0,NRN Infrastructure and Development Limited,306.0,8082750,590.0,42449,15355897.0,2020-09-22T14:59:36.029175,38618646,2186,NRN,2898,361.75
2020-09-22,712.0,716.0,716.0,712.0,720.0,721.0,Nepal Seva Laghubitta Bittiya Sanstha Ltd.,368.0,849158,952.0,671,480366.0,2020-09-22T14:58:37.930189,1555789,24,NSEWA,2781,715.9
2020-09-22,710.0,702.0,702.0,702.0,713.0,711.0,Nepal Doorsanchar Comapany Limited,576.0,15141974,790.0,26919,19014825.0,2020-09-22T14:59:28.686124,29199501,110,NTC,307,706.37
2020-09-22,978.0,971.0,971.0,970.0,980.0,980.0,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,752.0,5585742,1248.0,8784,8579270.0,2020-09-22T14:48:33.713065,6768311,34,NUBL,163,976.69
2020-09-22,383.0,384.0,382.0,377.0,392.0,390.0,Oriental Hotels Limited,260.0,9666045,569.0,18331,6982885.0,2020-09-22T14:59:44.581028,10225141,115,OHL,149,380.93
2020-09-22,295.0,288.0,288.0,285.0,296.0,295.0,Prime Commercial Bank Ltd.,221.0,53229907,352.0,92364,26978314.0,2020-09-22T14:59:44.21058,58608867,381,PCBL,357,292.09
2020-09-22,152.0,152.0,152.0,152.0,152.0,152.0,Prime Commercial Bank Promoter Share,140.0,4423420,201.0,23000,3496000.0,2020-09-22T12:20:20.070516,2920380,1,PCBLP,544,152.0
2020-09-22,163.0,157.0,157.0,154.0,166.0,163.0,Pokhara Finance Ltd.,129.0,4264403,178.0,8689,1389906.0,2020-09-22T14:58:24.857385,8249764,73,PFL,236,159.96
2020-09-22,791.0,783.0,783.0,780.0,797.0,793.0,Premier Insurance Co. Ltd.,329.0,16563492,849.0,45970,36214551.0,2020-09-22T14:59:41.887056,23621186,347,PIC,182,787.79
2020-09-22,563.0,543.0,543.0,540.0,563.0,553.0,Prudential Insurance Co. Ltd.,349.0,7269747,765.0,22525,12282389.0,2020-09-22T14:59:20.045957,7884611,122,PICL,189,545.28
2020-09-22,667.0,664.0,664.0,659.0,672.0,672.0,Prime Life Insurance Company Limited,297.0,21005496,728.0,39863,26439314.0,2020-09-22T14:59:25.278338,23421933,198,PLIC,393,663.25
2020-09-22,107.0,113.0,113.0,101.0,113.0,109.0,Panchakanya Mai Hydropower Ltd,69.0,1306272,122.0,9690,996750.0,2020-09-22T14:56:50.773198,8422967,269,PMHPL,2786,102.86
2020-09-22,147.0,145.0,145.0,140.0,148.0,147.0,Panchthar Power Compant Limited,90.0,3041080,172.0,15250,2192200.0,2020-09-22T14:51:37.868651,10806953,199,PPCL,2813,143.75
2020-09-22,610.0,610.0,610.0,602.0,619.0,616.0,Prabhu Insurance Ltd.,292.0,21024447,642.0,45976,27979773.0,2020-09-22T14:59:28.929873,28855370,274,PRIN,184,608.57
2020-09-22,115.0,108.0,108.0,108.0,117.0,113.0,ProgressiveFinance Limited,93.0,5515804,125.0,10995,1241645.0,2020-09-22T14:58:00.56392,4699228,29,PROFL,338,112.93
2020-09-22,248.0,233.0,233.0,232.0,248.0,237.0,Prabhu  Bank Limited,195.0,144452282,292.0,85937,20057922.0,2020-09-22T14:59:31.636221,124190707,286,PRVU,255,233.4
2020-09-22,255.0,252.0,252.0,247.0,255.0,260.0,Radhi Bidyut Company Ltd,130.0,1248451,289.0,5435,1363227.0,2020-09-22T14:59:15.94096,4032919,146,RADHI,2776,250.82
2020-09-22,11655.0,11690.0,11695.0,11650.0,11790.0,11700.0,Rastriya Beema Company Limited,7840.0,466787,13059.0,419,4894250.0,2020-09-22T14:59:23.18611,584557,30,RBCL,177,11680.79
2020-09-22,10200.0,9996.0,9996.0,9996.0,10210.0,10200.0,Rastriya Beema Company Limited Promoter Share,6780.0,655915,11424.0,590,5952640.0,2020-09-22T14:51:14.750257,718056,32,RBCLPO,634,10089.22
2020-09-22,137.0,134.0,134.0,128.0,139.0,137.0,Ridi Hydropower Development Company Ltd.,68.57,13743581,150.0,57018,7661714.0,2020-09-22T14:59:30.726957,14947313,226,RHPC,610,134.37
2020-09-22,181.0,182.0,182.0,179.0,194.0,184.0,RASUWAGADHI HYDROPOWER COMPANY LIMITED,136.0,18154733,196.0,87809,16267223.0,2020-09-22T14:59:02.816655,81557553,769,RHPL,2841,185.26
2020-09-22,153.0,147.0,147.0,145.0,157.0,151.0,Reliance Finance Ltd.,106.0,7092866,166.0,22850,3417560.0,2020-09-22T14:59:32.200595,9050152,132,RLFL,587,149.56
2020-09-22,635.0,630.0,630.0,625.0,637.0,640.0,Reliance Life Insurance Limited,322.0,3315731,726.0,112770,70853501.0,2020-09-22T14:59:47.309504,71015046,9315,RLI,2900,628.3
2020-09-22,851.0,843.0,843.0,840.0,884.0,850.0,RMDC Laghubitta Bittiya Sanstha Ltd.,525.0,9263795,915.0,13945,11799660.0,2020-09-22T14:58:56.193134,12448178,126,RMDC,575,846.16
2020-09-22,136.0,131.0,131.0,128.0,137.0,138.0,Rairang Hydropower Development Company Ltd.,86.0,1033717,153.0,21315,2789095.0,2020-09-22T14:59:08.977948,6511240,268,RRHP,2783,130.85
2020-09-22,590.0,563.0,563.0,557.0,590.0,562.0,RSDC Laghubitta Bittiya Sanstha Ltd.,273.0,8058430,703.0,13627,7641250.0,2020-09-22T14:58:18.882455,9718446,140,RSDC,2748,560.74
2020-09-22,860.0,870.0,870.0,860.0,875.0,875.0,SABAIKO LAGHUBITTA BITTIYA SANSTHA LIMITED,441.0,2388738,1050.0,1880,1623677.0,2020-09-22T14:59:31.998701,6119747,110,SABSL,2843,863.66
2020-09-22,153.0,149.0,149.0,146.0,154.0,153.0,Shangrila Development Bank Ltd.,132.0,14722212,194.0,20266,3031620.0,2020-09-22T14:56:50.282698,18621695,59,SADBL,472,149.59
2020-09-22,10.32,10.33,10.33,10.32,10.4,10.28,Sanima Equity Fund,8.1,32910302,10.4,75150,776693.5,2020-09-22T14:59:25.585098,57735490,31,SAEF,2773,10.34
2020-09-22,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,Sanima Bank Limited Debenture,917.0,83136,1060.0,100,100500.0,2020-09-22T14:56:02.746955,167597,4,SAND2085,2828,1005.0
2020-09-22,350.0,340.0,340.0,340.0,350.0,348.0,Sanima Bank Limited,287.0,41731254,437.0,39719,13642638.0,2020-09-22T14:59:47.821771,45737431,195,SANIMA,171,343.48
2020-09-22,150.0,139.0,139.0,138.0,150.0,150.0,Saptakoshi Development Bank Ltd,102.0,2671667,168.0,11224,1599675.0,2020-09-22T14:59:40.58625,4449074,73,SAPDBL,2860,142.52
2020-09-22,438.0,430.0,430.0,429.0,438.0,438.0,Nepal SBI Bank Limited,344.0,15737026,583.0,13602,5872714.0,2020-09-22T14:59:08.977131,16832334,77,SBI,135,431.75
2020-09-22,315.0,312.0,312.0,312.0,318.0,319.0,Siddhartha Bank Limited,252.0,40620183,393.0,83623,26373045.0,2020-09-22T14:59:48.409327,45207617,359,SBL,145,315.38
2020-09-22,1021.0,1025.0,1025.0,1021.0,1025.0,1026.0,10.50% SBL Debenture 2082,959.0,55095,1037.0,50,51150.0,2020-09-22T12:54:11.801428,187325,2,SBLD2082,2872,1023.0
2020-09-22,660.0,665.0,665.0,663.0,672.0,671.0,Standard Chartered Bank Limited,505.0,15505916,850.0,17985,11979928.0,2020-09-22T14:59:48.482649,18557176,218,SCB,133,666.11
2020-09-22,840.0,840.0,840.0,836.0,850.0,846.0,Sadhana Laghubitta Bittiya Sanstha Limited,390.0,606292,927.0,5230,4405040.0,2020-09-22T14:59:35.715012,9269623,322,SDLBSL,2896,842.26
2020-09-22,9.02,9.01,9.01,8.99,9.1,9.03,Siddhartha Equity Fund,8.33,43897382,10.18,104700,944517.0,2020-09-22T14:43:24.663585,81160187,27,SEF,2770,9.02
2020-09-22,127.0,123.0,123.0,121.0,130.0,121.0,Samriddhi Finance Company Limited,90.0,3409402,160.0,17052,2142934.0,2020-09-22T14:59:09.45491,3078086,116,SFCL,256,125.67
2020-09-22,9.56,9.58,9.58,9.56,9.75,9.75,Sunrise First Mutual Fund,9.0,387690,10.0,3050,29681.0,2020-09-22T14:25:51.127476,6803232,8,SFMF,2877,9.73
2020-09-22,250.0,244.0,244.0,239.0,250.0,250.0,Shine Resunga Development Bank Ltd.,205.0,18637262,337.0,45332,11023892.0,2020-09-22T14:56:25.908765,20347066,182,SHINE,473,243.18
2020-09-22,740.0,723.0,723.0,717.0,740.0,738.0,SHIVAM CEMENTS LTD,351.0,71493539,781.0,34593,25045930.0,2020-09-22T14:59:32.412539,102454980,214,SHIVM,2809,724.02
2020-09-22,186.0,184.0,184.0,180.0,186.0,186.0,Soaltee Hotel Limited,138.0,23605009,223.0,40413,7381040.0,2020-09-22T14:59:44.770914,24092712,111,SHL,147,182.64
2020-09-22,292.0,289.0,290.0,285.0,294.0,289.0,Sanima Mai Hydropower Ltd.,165.0,30768502,309.0,77703,22454892.0,2020-09-22T14:59:48.527597,36859728,240,SHPC,591,288.98
2020-09-22,920.0,913.0,913.0,906.0,936.0,925.0,Sagarmatha Insurance Co. Ltd.,414.0,5926038,998.0,24177,22145494.0,2020-09-22T14:59:02.719437,6686626,158,SIC,185,915.97
2020-09-22,1356.0,1338.0,1335.0,1319.0,1383.0,1383.0,Shikhar Insurance Co. Ltd.,700.0,16715915,1415.0,237896,319544183.0,2020-09-22T14:59:39.599591,20167763,1539,SICL,192,1343.21
2020-09-22,177.0,171.0,167.0,168.0,177.0,179.0,Shree Investment Finance Co. Ltd.,139.0,4104069,195.0,27582,4729674.0,2020-09-22T14:59:41.32239,4782810,83,SIFC,244,171.48
2020-09-22,760.0,748.0,747.0,743.0,760.0,760.0,Siddhartha Insurance Ltd.,351.0,12488385,820.0,23675,17722926.0,2020-09-22T14:57:14.167426,18869268,111,SIL,280,748.59
2020-09-22,140.0,133.0,133.0,133.0,140.0,138.0,Sindhu Bikash Bank Ltd,116.0,5926744,158.0,3897,529013.0,2020-09-22T14:38:08.991094,5279608,18,SINDU,561,135.75
2020-09-22,174.0,165.0,165.0,160.0,174.0,166.0,SANJEN JALAVIDHYUT COMPANY LIMITED,125.0,11336456,190.0,42390,7102990.0,2020-09-22T14:59:41.911175,53317965,708,SJCL,2842,167.56
2020-09-22,1363.0,1375.0,1375.0,1363.0,1390.0,1390.0,Sana Kisan Bikas Bank Ltd,775.0,9049307,1450.0,11083,15247041.0,2020-09-22T14:59:29.607859,11522991,97,SKBBL,574,1375.71
2020-09-22,865.0,865.0,865.0,855.0,874.0,870.0,Swarojgar Laghu Bitta Bikas Bank Ltd.,464.0,7214798,1070.0,6044,5209025.0,2020-09-22T14:59:41.110892,7715772,65,SLBBL,545,861.85
2020-09-22,450.0,450.0,450.0,450.0,450.0,450.0,Swarojgar Laghu Bitta Bikas Bank Ltd. Promoter Share,262.0,117440,450.0,7000,3150000.0,2020-09-22T11:29:54.16412,97226,2,SLBBLP,721,450.0
2020-09-22,970.0,951.0,951.0,940.0,975.0,975.0,Suryodaya Laghubitta Bittiya Sanstha Ltd.,548.87,606779,1167.0,1302,1243947.0,2020-09-22T14:59:10.513144,1051776,42,SLBS,2750,955.41
2020-09-22,810.0,797.0,797.0,794.0,815.0,805.0,Samudayik Laghubitta Bittiya Sanstha Limited,584.0,1536605,1085.0,1690,1363689.0,2020-09-22T14:58:34.971077,3410555,49,SLBSL,2804,806.92
2020-09-22,635.0,615.0,615.0,610.0,635.0,623.0,Surya Life Insurance Company Limited,237.0,32899568,655.0,69222,42663204.0,2020-09-22T14:59:30.592204,43124147,375,SLICL,403,616.32
2020-09-22,861.0,859.0,848.0,848.0,878.0,878.0,Support Microfinance Bittiya Sanstha Ltd.,396.0,648804,1164.0,881,758181.0,2020-09-22T14:58:25.503435,1040690,37,SMB,2771,860.59
2020-09-22,990.0,978.0,978.0,977.0,990.0,993.0,Swabhimaan Laghubitta Bittiya Sanstha Limited,753.0,998540,1384.0,423,415625.0,2020-09-22T14:56:20.597974,2415484,24,SMFBS,2829,982.57
2020-09-22,952.0,948.0,948.0,942.0,960.0,971.0,Sparsha Laghubitta Bittiya Sanstha Limited,500.0,1710418,1096.0,460,436660.0,2020-09-22T14:56:12.263135,3565103,38,SPARS,2812,949.26
2020-09-22,184.0,180.0,180.0,178.0,185.0,184.0,Synergy Power Development Ltd.,66.0,6680037,199.0,54089,9762830.0,2020-09-22T14:59:24.851869,11561901,232,SPDL,2759,180.5
2020-09-22,259.0,240.0,240.0,239.0,259.0,247.0,Sunrise Bank Limited,201.0,27270569,316.0,39602,9558919.0,2020-09-22T14:59:46.395772,36551489,152,SRBL,359,241.37
2020-09-22,3324.0,3300.0,3300.0,3265.0,3390.0,3259.0,Salt Trading Corporation,658.0,1619246,3540.0,2615,8673337.0,2020-09-22T14:59:33.797293,8221847,33,STC,155,3316.76
2020-09-22,1290.0,1252.0,1252.0,1252.0,1290.0,1270.0,Swabalamban Laghubitta Bittiya Sanstha Limited,802.0,5748975,1476.0,3862,4881855.0,2020-09-22T14:52:40.1379,7909211,44,SWBBL,268,1264.07
2020-09-22,187.0,176.0,176.0,173.0,187.0,179.0,Tinau Mission Development Bank Limited,138.0,5058188,222.0,7620,1338668.0,2020-09-22T14:59:08.10918,6181725,39,TMDBL,2855,175.68
2020-09-22,240.0,251.0,251.0,239.0,256.0,243.0,Taragaon Regency Hotel Limited,167.0,11214714,335.0,8287,2040558.0,2020-09-22T14:59:07.46277,14351664,64,TRH,148,246.24
2020-09-22,231.0,235.0,235.0,231.0,242.0,220.0,United Finance Ltd.,161.0,4344871,242.0,52736,12747693.0,2020-09-22T14:59:45.248214,3446382,212,UFL,242,241.73
2020-09-22,438.0,427.0,427.0,423.0,438.0,435.0,United Insurance Co. (Nepal) Ltd.,212.0,19402080,490.0,45212,19358194.0,2020-09-22T14:59:45.227667,20697609,244,UIC,180,428.16
2020-09-22,138.0,127.0,127.0,126.0,140.0,140.0,United Modi Hydropower Ltd.,96.0,2912434,154.0,21458,2891129.0,2020-09-22T14:58:18.794478,9336743,144,UMHL,2760,134.73
2020-09-22,89.0,86.0,86.0,85.0,89.0,90.0,Union Hydropower Limited,48.02,2161522,112.0,19735,1700180.0,2020-09-22T14:56:01.848728,3175065,106,UNHPL,2831,86.15
2020-09-22,19890.0,19800.0,19800.0,19780.0,19890.0,19800.0,Unilever Nepal Limited,17185.0,109533,23345.0,40,792700.0,2020-09-22T14:59:42.887189,55102,4,UNL,219,19817.5
2020-09-22,111.0,107.0,107.0,105.0,111.0,111.0,UNIVERSAL POWER COMPANY LTD,66.0,14680203,128.0,66977,7215533.0,2020-09-22T14:59:38.484943,25831311,404,UPCL,2810,107.73
2020-09-22,268.0,270.0,270.0,268.0,276.0,271.0,Upper Tamakoshi Hydropower Ltd,194.0,52713203,298.0,110438,30191677.0,2020-09-22T14:59:39.737279,145780308,811,UPPER,2792,273.38
2020-09-22,1111.0,1084.0,1084.0,1084.0,1111.0,1111.0,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,633.48,549456,1327.0,2830,3092655.0,2020-09-22T14:51:18.645456,2358333,69,USLB,2774,1092.81
2020-09-22,926.0,926.0,926.0,926.0,944.0,940.0,Vijaya laghubitta Bittiya Sanstha Ltd.,521.0,2074351,1325.0,1521,1414129.0,2020-09-22T14:57:09.103269,2882856,33,VLBS,687,929.74
