2021-09-09,ACLBSL,1501.00,1515.00,1540.00,1500.00,3672,5535917,76,1501.00,1510.00,1507.60,1938.00,721.00,4304.31,2021-09-09 17:28:56.533421
2021-09-09,ADBL,535.30,538.00,543.00,530.00,37249,19885167.6,342,535.30,535.00,533.84,620.00,398.00,58829.09,2021-09-09 17:28:56.533421
2021-09-09,ADBLD83,1055.00,1055.00,1055.00,1055.00,25,26375,1,1055.00,1046.00,1055.00,1150.00,344.00,0,2021-09-09 17:28:56.533421
2021-09-09,AHPC,703.60,685.00,708.00,676.00,701535,488563905.7,2419,703.60,675.00,696.42,785.00,115.00,11063.12,2021-09-09 17:28:56.533421
2021-09-09,AIL,777.00,791.50,791.50,773.00,8528,6613024,152,777.00,776.00,775.45,1125.00,500.00,7770.00,2021-09-09 17:28:56.533421
2021-09-09,AKJCL,403.00,402.00,418.20,402.00,17241,7069352.1,199,403.00,402.00,410.03,502.00,62.00,3224.00,2021-09-09 17:28:56.533421
2021-09-09,AKPL,596.00,589.00,606.00,578.20,192883,114480503.6,1113,596.00,579.10,593.52,882.40,158.00,11057.05,2021-09-09 17:28:56.533421
2021-09-09,ALBSL,1770.00,1780.00,1780.00,1741.00,1254,2191733,31,1770.00,1766.00,1747.79,2101.20,788.00,4728.22,2021-09-09 17:28:56.533421
2021-09-09,ALICL,1323.00,1334.00,1339.90,1315.00,20871,27539716,125,1323.00,1315.00,1319.52,1565.00,705.00,26602.37,2021-09-09 17:28:56.533421
2021-09-09,API,495.10,476.30,503.00,467.00,346746,169075478,2158,495.10,467.00,487.61,670.00,124.00,13659.39,2021-09-09 17:28:56.533421
2021-09-09,BARUN,589.00,570.00,599.80,560.00,54607,31593134.6,424,589.00,563.00,578.55,763.40,103.00,1577.98,2021-09-09 17:28:56.533421
2021-09-09,BBC,5900.00,5858.00,5975.00,5627.20,3235,18652740.6,107,5900.00,5760.00,5765.92,8208.00,1585.00,2899.26,2021-09-09 17:28:56.533421
2021-09-09,BFC,520.00,534.00,540.00,515.00,24052,12556846.1,270,520.00,525.00,522.07,630.00,101.00,4310.35,2021-09-09 17:28:56.533421
2021-09-09,BNT,10094.00,10302.10,10399.00,9925.00,710,7179146,18,10094.00,10100.10,10111.47,12178.00,6349.00,12213.74,2021-09-09 17:28:56.533421
2021-09-09,BOKL,367.20,362.20,370.30,362.20,52194,19183627.6,398,367.20,366.10,367.54,433.20,232.00,35464.82,2021-09-09 17:28:56.533421
2021-09-09,BPCL,554.90,558.00,565.00,550.00,47404,26444320.3,506,554.90,557.00,557.85,703.00,380.00,16377.10,2021-09-09 17:28:56.533421
2021-09-09,CBBL,1777.00,1790.00,1799.90,1766.10,14851,26362276.7,337,1777.00,1781.00,1775.12,2065.20,1062.00,32519.10,2021-09-09 17:28:56.533421
2021-09-09,CBL,264.50,266.00,269.00,262.00,75619,20029954.8,508,264.50,264.60,264.88,316.00,143.00,22862.48,2021-09-09 17:28:56.533421
2021-09-09,CCBL,261.20,261.00,264.00,258.80,52843,13783149.7,467,261.20,261.00,260.83,324.00,169.00,23597.93,2021-09-09 17:28:56.533421
2021-09-09,CFCL,654.00,670.00,673.90,650.00,64680,42684017.1,369,654.00,657.00,659.93,814.90,122.00,5761.97,2021-09-09 17:28:56.533421
2021-09-09,CGH,1520.00,1518.00,1530.00,1505.00,5346,8099068,153,1520.00,1518.00,1514.98,2800.00,159.00,23318.18,2021-09-09 17:28:56.533421
2021-09-09,CHCL,610.00,611.00,620.00,606.00,37572,23002603.7,345,610.00,609.00,612.23,785.00,458.00,38312.51,2021-09-09 17:28:56.533421
2021-09-09,CHDC,1098.00,1089.90,1122.00,1060.00,21737,23889270.2,447,1098.00,1080.00,1099.01,1415.00,416.00,9216.72,2021-09-09 17:28:56.533421
2021-09-09,CHL,569.00,555.00,584.00,546.00,42634,24206044.4,348,569.00,545.00,567.76,715.00,100.00,1693.77,2021-09-09 17:28:56.533421
2021-09-09,CIT,3624.00,3697.00,3697.00,3600.00,11047,40115163.1,348,3624.00,3625.00,3631.32,5749.00,2923.00,118504.81,2021-09-09 17:28:56.533421
2021-09-09,CLBSL,1428.10,1440.00,1460.00,1419.00,1644,2347218.6,40,1428.10,1415.00,1427.75,1811.00,675.00,3457.74,2021-09-09 17:28:56.533421
2021-09-09,CMF1,10.90,11.20,11.20,10.49,146904,1580128.25,98,10.90,11.20,10.76,16.01,9.34,893.80,2021-09-09 17:28:56.533421
2021-09-09,CMF2,10.90,11.27,11.37,10.45,78600,857353,64,10.90,11.49,10.91,16.87,9.00,610.40,2021-09-09 17:28:56.533421
2021-09-09,CORBL,989.90,999.00,999.00,975.00,3360,3303915,45,989.90,980.00,983.31,1155.00,126.00,1979.80,2021-09-09 17:28:56.533421
2021-09-09,CZBIL,389.30,390.00,397.00,387.10,117952,46161099.4,554,389.30,390.10,391.35,444.00,191.00,45400.33,2021-09-09 17:28:56.533421
2021-09-09,DDBL,1705.00,1730.00,1740.00,1705.00,13411,22980024.5,279,1705.00,1722.00,1713.52,2420.00,840.00,19714.04,2021-09-09 17:28:56.533421
2021-09-09,DHPL,377.90,377.10,380.00,369.00,23801,8916894,178,377.90,370.10,374.64,485.20,55.00,997.66,2021-09-09 17:28:56.533421
2021-09-09,EBL,724.00,716.00,743.00,716.00,34966,25208163.2,201,724.00,720.00,720.93,864.00,638.00,64390.51,2021-09-09 17:28:56.533421
2021-09-09,EDBL,1103.00,1107.70,1149.00,1095.00,47767,53323967.8,633,1103.00,1086.00,1116.33,1195.00,293.00,8946.67,2021-09-09 17:28:56.533421
2021-09-09,EIC,724.00,734.90,748.00,721.00,11710,8508961.2,125,724.00,722.50,726.64,885.00,501.00,8569.30,2021-09-09 17:28:56.533421
2021-09-09,EICPO,464.60,460.60,474.00,460.60,51,23692.6,3,464.60,469.90,464.56,530.10,241.00,470.41,2021-09-09 17:28:56.533421
2021-09-09,FMDBL,1016.00,1026.00,1045.00,1001.00,28682,29204139.8,263,1016.00,1026.90,1018.20,1365.00,542.00,8908.40,2021-09-09 17:28:56.533421
2021-09-09,FOWAD,2761.00,2819.00,2820.00,2760.00,5315,14760176.6,123,2761.00,2765.00,2777.08,3530.00,1516.00,17270.59,2021-09-09 17:28:56.533421
2021-09-09,GBBL,598.20,609.00,614.00,594.00,105795,63621129.7,783,598.20,603.00,601.36,750.00,233.00,21989.31,2021-09-09 17:28:56.533421
2021-09-09,GBD80/81,1030.00,1030.00,1030.00,1030.00,150,154500,1,1030.00,1022.00,1030.00,1085.00,1010.00,106198.31,2021-09-09 17:28:56.533421
2021-09-09,GBIME,436.70,440.00,442.90,432.00,150336,65493323.4,1276,436.70,434.50,435.65,522.00,260.00,94469.14,2021-09-09 17:28:56.533421
2021-09-09,GBIMEP,171.00,155.00,171.00,155.00,205944,34422870,15,171.00,156.00,167.15,171.00,147.00,17.10,2021-09-09 17:28:56.533421
2021-09-09,GBLBS,1090.00,1114.00,1115.00,1090.00,18752,20510107,183,1090.00,1098.90,1093.76,1437.00,501.00,10709.25,2021-09-09 17:28:56.533421
2021-09-09,GFCL,817.00,829.00,860.00,814.00,51716,42862560.6,328,817.00,829.00,828.81,1010.00,154.00,7085.02,2021-09-09 17:28:56.533421
2021-09-09,GHL,438.00,435.00,453.00,420.00,14655,6440250,182,438.00,427.00,439.46,555.90,66.00,2409.00,2021-09-09 17:28:56.533421
2021-09-09,GIC,684.00,675.00,695.00,675.00,6436,4390543,175,684.00,675.00,682.19,860.00,305.00,6840.00,2021-09-09 17:28:56.533421
2021-09-09,GILB,2255.00,2314.00,2347.00,2255.00,3147,7154074.1,95,2255.00,2270.00,2273.30,3191.00,1157.00,9735.07,2021-09-09 17:28:56.533421
2021-09-09,GIMES1,21.11,21.82,21.82,20.70,456340,9622881.95,98,21.11,21.40,21.09,25.09,8.75,2111.00,2021-09-09 17:28:56.533421
2021-09-09,GLBSL,1666.20,1699.00,1700.00,1666.10,178,299431.4,10,1666.20,1666.10,1682.20,2245.00,663.00,1389.61,2021-09-09 17:28:56.533421
2021-09-09,GLH,540.00,500.00,550.00,490.20,40506,21317071.3,512,540.00,500.00,526.27,657.00,299.00,9720.00,2021-09-09 17:28:56.533421
2021-09-09,GLICL,675.00,687.40,701.00,660.10,18468,12496240.9,168,675.00,674.00,676.64,901.00,572.00,13335.20,2021-09-09 17:28:56.533421
2021-09-09,GMFBS,1627.90,1602.50,1652.00,1601.00,856,1383774.9,27,1627.90,1621.00,1616.56,1996.00,797.00,2073.24,2021-09-09 17:28:56.533421
2021-09-09,GMFIL,613.00,639.00,639.00,607.00,53499,33123617.1,300,613.00,627.00,619.14,773.00,122.00,5296.32,2021-09-09 17:28:56.533421
2021-09-09,GRDBL,439.00,450.10,451.90,433.00,12801,5681025.5,120,439.00,448.00,443.80,537.90,108.00,2278.41,2021-09-09 17:28:56.533421
2021-09-09,GUFL,1104.50,1130.00,1180.00,1104.50,15840,17867247.7,153,1104.50,1136.00,1127.98,1500.00,121.00,9586.99,2021-09-09 17:28:56.533421
2021-09-09,GWFD83,1145.00,1148.00,1148.00,1145.00,50,57325,2,1145.00,1150.00,1146.50,1242.00,344.00,0,2021-09-09 17:28:56.533421
2021-09-09,HDHPC,380.90,372.00,385.50,364.60,226365,85649671.7,978,380.90,367.00,378.37,478.90,89.00,6094.40,2021-09-09 17:28:56.533421
2021-09-09,HDL,6781.00,6701.00,6849.00,6650.00,12831,86483952.4,476,6781.00,6755.00,6740.23,7938.00,1764.00,58838.91,2021-09-09 17:28:56.533421
2021-09-09,HGI,740.00,747.00,777.00,732.10,13972,10290772,122,740.00,733.00,736.53,982.00,482.00,8142.49,2021-09-09 17:28:56.533421
2021-09-09,HIDCL,417.00,415.00,430.00,410.00,81086,33905908.3,739,417.00,415.00,418.15,606.00,142.00,91740.00,2021-09-09 17:28:56.533421
2021-09-09,HPPL,585.20,540.00,585.20,529.00,344427,195028641.3,886,585.20,532.00,566.24,749.10,160.00,6234.82,2021-09-09 17:28:56.533421
2021-09-09,HURJA,502.00,489.00,510.00,487.00,12955,6466030,138,502.00,485.00,499.11,685.40,100.00,4969.80,2021-09-09 17:28:56.533421
2021-09-09,ICFC,930.00,988.00,988.00,912.40,171168,160406655.6,872,930.00,969.00,937.13,1176.80,172.00,9525.67,2021-09-09 17:28:56.533421
2021-09-09,ICFCD83,1140.00,1132.00,1140.00,1130.00,125,141633,4,1140.00,1130.00,1133.06,1274.00,344.00,0,2021-09-09 17:28:56.533421
2021-09-09,IGI,1148.00,1162.00,1182.00,1145.00,17501,20226672,211,1148.00,1140.00,1155.74,1465.00,510.00,13289.09,2021-09-09 17:28:56.533421
2021-09-09,ILBS,1675.00,1695.00,1700.10,1665.00,1810,3034057.3,53,1675.00,1695.00,1676.27,2140.00,764.00,4365.89,2021-09-09 17:28:56.533421
2021-09-09,JBBL,541.00,555.90,555.90,538.00,130065,70899271.5,1038,541.00,545.00,545.11,649.90,167.00,20800.49,2021-09-09 17:28:56.533421
2021-09-09,JBLB,4599.00,4600.00,4680.00,4590.00,13102,60386373,825,4599.00,4660.00,4608.94,5516.90,890.00,27980.32,2021-09-09 17:28:56.533421
2021-09-09,JFL,708.50,710.00,724.00,705.00,53071,37893115.1,265,708.50,712.00,714.01,836.00,167.00,4253.91,2021-09-09 17:28:56.533421
2021-09-09,JLI,685.00,680.00,699.70,675.00,7577,5208349,368,685.00,686.00,687.39,998.00,360.00,15070.00,2021-09-09 17:28:56.533421
2021-09-09,JOSHI,395.10,397.80,402.00,389.00,8995,3559403.5,152,395.10,390.00,395.71,507.00,83.00,1467.40,2021-09-09 17:28:56.533421
2021-09-09,JSLBB,3270.00,3381.40,3449.00,3250.00,664,2182892,26,3270.00,3315.10,3287.49,5500.00,1298.00,3869.22,2021-09-09 17:28:56.533421
2021-09-09,KBL,343.00,346.00,349.00,340.10,78144,26841588.6,561,343.00,345.00,343.49,413.00,184.00,47603.17,2021-09-09 17:28:56.533421
2021-09-09,KEF,10.00,10.00,10.12,10.00,45210,453032.8,47,10.00,10.05,10.02,11.65,9.42,1000.00,2021-09-09 17:28:56.533421
2021-09-09,KKHC,398.00,402.00,410.00,392.00,26103,10437555.6,262,398.00,395.00,399.86,556.20,55.00,1853.54,2021-09-09 17:28:56.533421
2021-09-09,KLBSL,1495.00,1470.00,1499.00,1470.00,576,859968.9,14,1495.00,1475.00,1493.00,2042.00,850.00,5872.49,2021-09-09 17:28:56.533421
2021-09-09,KMCDB,1334.00,1359.00,1360.00,1310.00,5148,6805782.1,79,1334.00,1347.90,1322.02,1715.00,710.00,3702.69,2021-09-09 17:28:56.533421
2021-09-09,KPCL,685.00,681.90,703.00,645.00,31471,21428007.4,241,685.00,670.00,680.88,878.90,114.00,4110.00,2021-09-09 17:28:56.533421
2021-09-09,KRBL,507.00,516.00,526.00,502.00,44812,22780721.3,227,507.00,507.00,508.36,607.00,101.00,2687.15,2021-09-09 17:28:56.533421
2021-09-09,KSBBL,683.00,686.00,699.00,675.00,101090,69479978.1,777,683.00,686.00,687.31,866.90,140.00,18112.91,2021-09-09 17:28:56.533421
2021-09-09,KSBBLP,381.00,381.00,381.00,381.00,63721,24277701,3,381.00,381.00,381.00,381.00,104.00,876.30,2021-09-09 17:28:56.533421
2021-09-09,LBBL,606.00,612.00,623.00,599.80,112932,68699609,722,606.00,612.00,608.33,774.00,181.00,17613.11,2021-09-09 17:28:56.533421
2021-09-09,LBL,357.00,355.00,362.10,351.00,32755,11694739.8,204,357.00,355.20,357.04,447.00,231.00,38183.61,2021-09-09 17:28:56.533421
2021-09-09,LEC,418.00,418.00,427.30,402.50,26874,11203545.5,232,418.00,411.00,416.89,530.00,194.00,6270.00,2021-09-09 17:28:56.533421
2021-09-09,LEMF,10.20,10.39,10.42,10.20,180000,1852864.5,24,10.20,10.22,10.29,19.34,8.34,1275.00,2021-09-09 17:28:56.533421
2021-09-09,LGIL,770.00,783.00,790.00,765.00,13549,10448952.5,157,770.00,770.00,771.20,975.00,505.00,9231.45,2021-09-09 17:28:56.533421
2021-09-09,LICN,2024.00,2040.00,2080.00,1989.40,17206,34485582.4,189,2024.00,2000.00,2004.28,2800.00,1446.00,44750.64,2021-09-09 17:28:56.533421
2021-09-09,LLBS,2030.00,2080.00,2118.00,2002.00,2555,5212586.1,52,2030.00,2040.00,2040.15,2574.00,1082.00,6496.91,2021-09-09 17:28:56.533421
2021-09-09,LUK,10.44,10.60,10.60,10.39,29750,311799.5,30,10.44,10.60,10.48,16.00,8.48,681.34,2021-09-09 17:28:56.533421
2021-09-09,MBL,387.10,395.00,395.00,385.30,47634,18478244.9,304,387.10,391.00,387.92,455.00,220.00,35044.58,2021-09-09 17:28:56.533421
2021-09-09,MDB,773.00,780.00,793.00,749.70,45442,34900089,241,773.00,780.00,768.01,873.20,314.00,6163.72,2021-09-09 17:28:56.533421
2021-09-09,MEGA,343.00,348.00,349.50,341.60,89033,30682625.8,665,343.00,344.00,344.62,405.00,209.00,50266.53,2021-09-09 17:28:56.533421
2021-09-09,MEN,1314.00,1241.10,1340.00,1238.90,5125,6631237,152,1314.00,1264.00,1293.90,1530.00,343.00,25859.87,2021-09-09 17:28:56.533421
2021-09-09,MERO,1475.00,1480.00,1490.00,1461.00,5970,8814503.3,84,1475.00,1480.00,1476.47,1989.00,704.00,14750.00,2021-09-09 17:28:56.533421
2021-09-09,MFIL,1152.00,1160.00,1189.00,1150.00,36917,42862247.5,354,1152.00,1159.00,1161.04,1456.00,296.00,11121.35,2021-09-09 17:28:56.533421
2021-09-09,MFLD85,1005.00,1000.00,1005.00,1000.00,250,251125,4,1005.00,1000.00,1004.50,1055.00,992.00,0,2021-09-09 17:28:56.533421
2021-09-09,MHNL,554.00,520.00,560.00,518.00,98103,53291545.2,588,554.00,515.80,543.22,720.00,87.00,6925.00,2021-09-09 17:28:56.533421
2021-09-09,MKLB,588.90,577.40,588.90,577.40,20,11663,2,588.90,566.10,583.15,588.90,296.70,713.45,2021-09-09 17:28:56.533421
2021-09-09,MLBBL,1900.00,1900.00,1900.00,1870.00,1529,2898585.1,30,1900.00,1870.00,1895.74,2540.00,734.00,2590.65,2021-09-09 17:28:56.533421
2021-09-09,MLBL,597.00,606.00,624.00,585.00,127035,76396832.5,582,597.00,597.00,601.38,777.00,191.00,19954.14,2021-09-09 17:28:56.533421
2021-09-09,MLBSL,4595.00,4599.00,4625.00,4511.50,1005,4577567,50,4595.00,4615.00,4554.79,5749.00,438.00,4595.00,2021-09-09 17:28:56.533421
2021-09-09,MMFDB,1700.00,1760.00,1760.00,1690.00,2574,4390193.7,73,1700.00,1730.00,1705.59,2095.00,865.00,7396.21,2021-09-09 17:28:56.533421
2021-09-09,MNBBL,710.00,720.00,723.80,700.00,77874,55438235.9,640,710.00,710.20,711.90,850.00,315.00,34162.01,2021-09-09 17:28:56.533421
2021-09-09,MPFL,578.00,596.00,601.90,570.00,17786,10361723,106,578.00,585.00,582.58,696.00,106.00,2312.00,2021-09-09 17:28:56.533421
2021-09-09,MSLB,2030.00,2037.00,2064.00,2030.00,989,2026013,30,2030.00,2030.00,2048.55,3131.00,895.00,4546.06,2021-09-09 17:28:56.533421
2021-09-09,NABBC,982.00,979.00,1035.10,955.00,8228,8051133,106,982.00,960.00,978.50,1251.10,290.00,1288.72,2021-09-09 17:28:56.533421
2021-09-09,NABIL,1410.00,1410.00,1420.00,1410.00,70348,99403841.1,1009,1410.00,1415.00,1413.03,1560.00,817.00,195206.76,2021-09-09 17:28:56.533421
2021-09-09,NBB,437.00,440.00,443.90,435.00,98780,43257012.4,419,437.00,436.80,437.91,515.00,196.00,39351.07,2021-09-09 17:28:56.533421
2021-09-09,NBF2,14.79,15.00,15.00,14.70,348716,5178263.7,88,14.79,14.88,14.85,17.00,8.59,1656.48,2021-09-09 17:28:56.533421
2021-09-09,NBL,503.00,504.90,510.00,501.10,194308,97993387.8,1255,503.00,503.80,504.32,575.00,286.00,63562.90,2021-09-09 17:28:56.533421
2021-09-09,NCCB,326.00,335.90,335.90,323.40,61675,20137877.4,411,326.00,329.40,326.52,407.00,195.00,33625.33,2021-09-09 17:28:56.533421
2021-09-09,NCCD86,1015.00,1015.00,1015.00,1015.00,50,50750,2,1015.00,1015.00,1015.00,1026.00,984.90,0,2021-09-09 17:28:56.533421
2021-09-09,NEF,15.52,16.00,16.00,15.39,511853,8003645.74,157,15.52,15.70,15.64,17.49,8.40,1940.00,2021-09-09 17:28:56.533421
2021-09-09,NFS,621.00,601.00,630.30,596.00,26550,16268862.2,197,621.00,600.00,612.76,806.00,175.00,3064.61,2021-09-09 17:28:56.533421
